Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Vanuatu,VUT,,,0.594993657,0.471835416,0.864438744,0.641860778,1.008010995,1.07442133,0.77289014,0.530635378,0.472457453,0.666651517,0.68648482,0.586738776,0.644170955,0.550826666,0.427198416,0.483408663,0.53628262,0.553883198,0.539278701,0.433082225,0.422900449,0.442842306,0.432943195,0.930968427,0.441159442,0.350318565,0.473789613,0.436565962,0.450328505,0.437949521,0.401746472,0.390243139,0.379817095,0.392523698,0.491148484,0.482166235,0.453257822,0.465291148,0.455966308,0.465111855,0.434926774,0.423911459,0.287428905,0.280349003,0.222377198,0.451123606,0.424300413,0.525570366,0.512300443,0.544036134,0.455621065,0.414374501,0.583633966,0.486895585,0.527000323
Bangladesh,BGD,0.294804978,0.296923721,0.317335557,0.354673777,0.354201511,0.360641123,0.355616082,0.365431277,0.406076983,0.3827899,0.378902982,0.352141858,0.052672148,0.067335605,0.067800489,0.069502399,0.07773884,0.079116682,0.079755394,0.085752004,0.095911726,0.097003327,0.1024532,0.095609977,0.103187684,0.112760305,0.123010375,0.123994991,0.137961112,0.133612956,0.137265538,0.140256964,0.1431025,0.146247155,0.156291442,0.183461551,0.184269584,0.194915272,0.192103588,0.205333826,0.216415811,0.250764528,0.253743015,0.260732325,0.275079009,0.284106739,0.309163115,0.312205696,0.343895204,0.373296973,0.408083791,0.423609216,0.448127943,0.454664317,0.477335997,0.518850859,0.533298791
IDA total,IDA,0.249592032,0.253835943,0.263304616,0.28751248,0.302725921,0.330165317,0.340347058,0.347449191,0.356542767,0.38310914,0.422623499,0.453887518,0.398648681,0.43106454,0.471832546,0.425203562,0.444221787,0.431508565,0.425966027,0.497493394,0.501934719,0.501571496,0.490051737,0.48387741,0.507870721,0.507225756,0.504214296,0.496301918,0.527079246,0.468057188,0.45139351,0.459739283,0.472132744,0.468278726,0.446223624,0.430153396,0.446340626,0.448271931,0.455137288,0.460632592,0.494448304,0.499217716,0.49799997,0.514634393,0.52210123,0.517377623,0.522618063,0.539961358,0.537460561,0.503280771,0.543394766,0.562766774,0.53914889,0.536814153,0.550867127,0.546941087,0.551236124
Pre-demographic dividend,PRE,0.15689334,0.163632366,0.166800131,0.175468665,0.18736622,0.268307044,0.313065063,0.268003745,0.251891202,0.305303763,0.354068563,0.423258941,0.459674515,0.495755415,0.538309959,0.473048017,0.531047511,0.485026679,0.46954916,0.57143396,0.539855663,0.471886262,0.454126885,0.449049545,0.467695786,0.474090735,0.462827891,0.443885361,0.508576852,0.447232058,0.339358549,0.319835289,0.354986311,0.35568741,0.33854559,0.354207005,0.349806884,0.341107287,0.331191276,0.329954633,0.398117194,0.434600875,0.449245812,0.452006938,0.501365464,0.503713891,0.466322467,0.408002555,0.449586603,0.439801549,0.5078473,0.568228137,0.562620171,0.57657866,0.59740106,0.562354359,0.580670839
Ghana,GHA,0.220509764,0.196514461,0.20274362,0.236090769,0.219304424,0.220319265,0.181470373,0.183963143,0.211953346,0.198413618,0.30056362,0.255820749,0.262620142,0.260726855,0.301285841,0.275044848,0.238734053,0.288902589,0.280471841,0.246043289,0.231506797,0.268523035,0.260653947,0.30381653,0.208095982,0.260174412,0.231470925,0.242445905,0.24741067,0.232997176,0.260877597,0.281402362,0.239885479,0.274567984,0.314851868,0.310144312,0.321289122,0.355459117,0.348778536,0.348136138,0.326207375,0.350238104,0.366584428,0.367755038,0.34545677,0.320563088,0.418167076,0.427956066,0.387804781,0.318896741,0.401777969,0.453974817,0.571706967,0.551821465,0.560735246,0.594373807,0.585289432
Kiribati,KIR,,0.173672121,0.254176197,0.413527899,0.403863521,0.236942428,0.23192225,0.454427164,0.66857768,0.218851334,0.430138218,0.564370912,0.486339523,0.684742218,0.607420904,0.598813369,0.59014019,0.38760482,0.381859835,0.439079044,0.494696548,0.488087315,0.421584246,0.356405812,0.350663012,0.343856469,0.279902298,0.327177016,0.3184588,0.310530253,0.303895028,0.298567009,0.343324506,0.387447831,0.382626842,0.377442971,0.371798284,0.365844838,0.359703762,0.353565058,0.391049339,0.341716269,0.462023939,0.495345303,0.526757202,0.635494178,0.699638553,0.607829934,0.668340742,0.54498167,0.570035073,0.525217707,0.482636082,0.4758365,0.536351254,0.561967006,0.58659486
Sao Tome and Principe,STP,0.171083326,0.170288846,0.170613688,0.114181626,0.171149867,0.169527831,0.166220933,0.161667671,0.20877635,0.202297709,0.196716914,0.144092106,0.141157903,0.184586731,0.22593405,0.220536939,0.343187375,0.332947452,0.363297117,0.353120553,0.421080652,0.450076711,0.479235571,0.544248313,0.499256046,0.52423659,0.477878413,0.4656339,0.420805932,0.409826341,0.399894303,0.390886877,0.382666003,0.375179046,0.368323456,0.362027066,0.356269525,0.350955592,0.345822935,0.340606892,0.335092997,0.354654416,0.397919252,0.438825915,0.477048466,0.48902027,0.521650658,0.507161756,0.492876344,0.521247925,0.548918618,0.556437103,0.603368294,0.591799549,0.580793656,0.570003811,0.595447455
Benin,BEN,0.066354063,0.05204863,0.054208805,0.047588561,0.055303533,0.057114995,0.042382648,0.052284076,0.055170709,0.070750258,0.096952622,0.098556326,0.127712648,0.122481633,0.127701408,0.135891142,0.077784148,0.086510056,0.103019122,0.101339606,0.139097135,0.112310111,0.125105341,0.112552906,0.120856597,0.173986403,0.155688061,0.118857275,0.118496584,0.130855167,0.142157591,0.159512217,0.168501162,0.205206743,0.221397671,0.224780453,0.207591276,0.193809928,0.187593089,0.234411619,0.232860969,0.256497596,0.285000234,0.313037269,0.323642156,0.299985405,0.471266952,0.531738861,0.507237101,0.521063069,0.553283259,0.534885417,0.493745251,0.503981273,0.522592065,0.573491445,0.595647727
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.329518033,0.925712927,0.415180783,0.424915305,0.483179879,0.362475951,0.414313298,0.411661528,0.359837081,0.362723793,0.292704206,0.317283052,0.384731813,0.359715206,0.384043566,0.45794198,0.402305848,0.332605316,0.337110559,0.304888204,0.37206278,0.3612508,0.559858657,0.592079302,0.612889431
Cambodia,KHM,0.041012378,0.048702138,0.051095882,0.062860309,0.053863026,0.062371689,0.071279196,0.062524753,0.072476908,0.195591155,0.167716323,0.034925536,0.016069873,0.017229279,0.009735395,0.009746896,0.009904542,0.010191714,0.007379049,0.004332981,0.042730219,0.044548269,0.048753425,0.051143676,0.055143946,0.054185937,0.05435357,0.05322867,0.053466774,0.051895486,0.140541961,0.140532886,0.140219406,0.139019468,0.14322693,0.145563149,0.147242031,0.136312463,0.168168842,0.159495705,0.162605853,0.181496489,0.174678089,0.185116119,0.187188214,0.209134707,0.222560526,0.253313204,0.280759695,0.332001098,0.358188238,0.358846655,0.369169716,0.37289047,0.437653585,0.555905459,0.629141866
Nigeria,NGA,0.075470965,0.089319491,0.088887855,0.111385097,0.148274066,0.234674325,0.252017783,0.245273582,0.123978221,0.221358853,0.384764792,0.563390938,0.706137023,0.824721771,1.009957524,0.747873767,0.847069223,0.752463933,0.697171265,0.984976766,0.928241483,0.874309254,0.84727766,0.754642092,0.854836013,0.836413243,0.85703744,0.673985093,0.782645267,0.457406622,0.411674765,0.432826876,0.465396447,0.439501188,0.334298567,0.31201403,0.334795082,0.363798715,0.326915997,0.334168497,0.64704259,0.693955676,0.735532537,0.760558295,0.731582104,0.764190406,0.689210721,0.648277791,0.63876777,0.49298093,0.72017502,0.808854639,0.711652786,0.723832436,0.737682613,0.640003154,0.647284835
Mauritania,MRT,0.043121696,0.054444991,0.069136041,0.094761256,0.122642269,0.163653883,0.176835941,0.18906682,0.217388244,0.247159053,0.374124941,0.338251497,0.367469276,0.374256174,0.37468911,0.383070619,0.377308249,0.394988449,0.401266455,0.40439852,0.409390902,0.418361127,0.540964049,0.558161991,0.504262344,0.368753897,0.204426469,1.747896942,1.673524541,1.437640869,0.445228589,0.440831319,0.45181913,0.447005547,0.507247122,0.464391886,0.469791197,0.459587444,0.449521195,0.448070628,0.446137755,0.470858866,0.485747988,0.486426674,0.52274375,0.525036092,0.517307721,0.575953539,0.587389624,0.625681431,0.640167478,0.665402951,0.714295273,0.626296728,0.746292957,0.715038995,0.657914406
"Congo, Rep.",COG,0.219677231,0.2566263,0.222920435,0.21400681,0.237873128,0.212645578,0.259548275,0.26460447,0.35975067,0.389585443,0.431124024,0.502034924,0.47189237,0.842937879,1.088754101,0.715906118,0.780973079,0.294852901,0.19238648,0.201732503,0.228938195,0.258404201,0.713993766,0.589609692,0.571076543,0.622974018,0.505167914,0.609668953,0.672115852,0.657229786,0.504132621,0.522277335,0.631796517,0.603079528,0.816329926,0.578314904,0.616034834,0.817225036,0.263379733,0.270339349,0.335345115,0.238166239,0.173912899,0.269084528,0.270548827,0.271271608,0.298636286,0.313142347,0.326342657,0.419298927,0.461621473,0.51231352,0.656941447,0.700438764,0.666519808,0.665272611,0.65889694
Djibouti,DJI,0.482292314,0.497231576,0.506040083,0.655940692,0.78396215,1.05260823,1.134129865,0.669786981,0.861521266,0.562697232,0.872772597,0.952624991,1.063942329,0.942881281,0.947217335,0.883287314,0.796673587,0.713632383,0.654804421,1.080182097,0.970484177,0.8019854,0.904207688,0.884619682,0.867037587,0.844349209,0.831279533,0.792735505,0.658536217,0.689354171,0.546573667,0.555932002,0.548511188,0.545459543,0.530282824,0.523534712,0.518441585,0.527136487,0.501174935,0.487204543,0.511020313,0.500262614,0.535119193,0.555137229,0.527521277,0.529037834,0.516892934,0.573643834,0.61089865,0.553711361,0.615387087,0.554126048,0.553343025,0.647635609,0.681419523,0.686063241,0.6670057
Senegal,SEN,0.258436816,0.247042586,0.240366292,0.247510235,0.258106791,0.460008428,0.453853042,0.179605369,-0.020097641,0.1188821,0.307485018,0.308401291,0.321873412,0.332811097,0.386025185,0.523660983,0.350938372,0.433117425,0.495458272,0.533289539,0.600311472,0.574281885,0.51687748,0.432363063,0.526909446,0.413657044,0.399097061,0.356793306,0.387055224,0.506103566,0.422910732,0.441619466,0.43553707,0.436825676,0.461134221,0.402138671,0.419656494,0.357427879,0.366787323,0.386676821,0.40196621,0.431514759,0.438598018,0.47205185,0.484067421,0.524087845,0.415596435,0.443350349,0.424289035,0.382899379,0.610870294,0.642029816,0.590463462,0.611946233,0.661495375,0.729704491,0.727113125
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.435610196,0.427169266,0.423716867,0.41326509,0.409114997,0.382308562,0.400990032,0.31975106,0.52695738,0.480191024,0.568468181,0.450151178,0.375598342,0.405640436,0.678649001,0.826080986,0.665291777,0.665297084,0.571696311,0.5665855,0.537532609,0.57890268,0.552814348,0.598167688,0.680083232,0.704186233,0.740606555
Zimbabwe,ZWE,,,,,1.03490258,1.166241909,1.307900482,1.108578825,1.291859254,1.320779084,1.543254754,1.596157884,1.449631656,1.579042133,1.488476558,1.321987329,1.671491375,1.385334673,1.341456815,1.31980847,1.300764622,1.229246191,1.107254857,1.267386026,1.158913038,1.156175243,1.426918194,1.599635486,1.63484543,1.594088431,1.499500643,1.493785645,1.56058987,1.475029222,1.58021271,1.325950506,1.299201202,1.236363494,1.213377172,1.339294793,1.171874423,1.056376707,1.00093113,0.889342579,0.78923448,0.891798247,0.859470259,0.80664939,0.627678197,0.447289081,0.614549238,0.746236404,0.600302734,0.881704578,0.891738608,0.891623872,0.782776886
Sub-Saharan Africa (excluding high income),SSA,0.555657243,0.567872156,0.573816419,0.587589712,0.629201557,0.681663305,0.678717145,0.687459641,0.68460263,0.724836032,0.779132459,0.874041646,0.896276281,0.927103163,0.95748479,0.904529375,0.925124379,0.906744709,0.896224499,0.982346077,0.9883809,1.025824328,1.052238497,1.038670309,1.083114811,1.078871947,1.06142499,1.015058429,1.050457695,0.971271648,0.859374883,0.865092773,0.810320837,0.826924754,0.819869761,0.850531443,0.845254262,0.86283134,0.821249004,0.804638664,0.850623764,0.839973933,0.814856996,0.867376185,0.927011403,0.874445722,0.893023002,0.900997643,0.916743839,0.880205824,0.881092082,0.900760937,0.859095583,0.851840703,0.891319642,0.831714874,0.830599799
Sub-Saharan Africa,SSF,0.554694719,0.566869217,0.573062471,0.586566357,0.628440191,0.680690401,0.67761796,0.687159995,0.684790926,0.72461672,0.778529804,0.872782931,0.895947503,0.926624249,0.956952767,0.903820213,0.924482141,0.906202429,0.895641974,0.981692276,0.987430123,1.024642388,1.050845693,1.037594006,1.081991963,1.078069638,1.060903532,1.015004694,1.050130895,0.971601505,0.860588156,0.866392979,0.812034701,0.828673557,0.821325135,0.852214662,0.847150344,0.864871338,0.823723115,0.807579596,0.853875186,0.843495412,0.81821536,0.870799527,0.930519557,0.878155599,0.897080065,0.904882051,0.920649946,0.883790428,0.884715946,0.904125545,0.862585445,0.855253661,0.894886668,0.835275249,0.834309684
Sub-Saharan Africa (IDA & IBRD countries),TSS,0.554694719,0.566869217,0.573062471,0.586566357,0.628440191,0.680690401,0.67761796,0.687159995,0.684790926,0.72461672,0.778529804,0.872782931,0.895947503,0.926624249,0.956952767,0.903820213,0.924482141,0.906202429,0.895641974,0.981692276,0.987430123,1.024642388,1.050845693,1.037594006,1.081991963,1.078069638,1.060903532,1.015004694,1.050130895,0.971601505,0.860588156,0.866392979,0.812034701,0.828673557,0.821325135,0.852214662,0.847150344,0.864871338,0.823723115,0.807579596,0.853875186,0.843495412,0.81821536,0.870799527,0.930519557,0.878155599,0.897080065,0.904882051,0.920649946,0.883790428,0.884715946,0.904125545,0.862585445,0.855253661,0.894886668,0.835275249,0.834309684
IDA blend,IDB,0.348191315,0.360128228,0.379713429,0.43052238,0.460694213,0.522446786,0.542540622,0.537387365,0.505295939,0.557624514,0.672513117,0.776697812,0.811719152,0.905424847,1.038597557,0.869667935,0.936075918,0.868884238,0.844657914,1.029183642,1.040197551,1.025750895,1.0097361,0.970754519,1.022809623,1.029156797,1.029957739,0.954582294,1.040452762,0.884142218,0.843792309,0.830219506,0.889955322,0.895301648,0.845266813,0.7958273,0.832851406,0.824825961,0.838929381,0.846290566,0.946423937,0.950006571,0.970941839,0.970235057,0.97632038,0.966451598,0.957780247,0.965910794,0.946506657,0.84543172,0.930488575,0.977828797,0.924844422,0.907900279,0.925538236,0.896113285,0.887013216
Nicaragua,NIC,0.299873839,0.306622443,0.349714558,0.433354879,0.473342633,0.377624335,0.450640157,0.492316017,0.544069366,0.551398098,0.583608316,0.607388102,0.62771979,0.6934603,0.716849139,0.687189265,0.768874103,0.950684461,0.855432303,0.539977512,0.620988884,0.637332968,0.612383119,0.564040847,0.508330277,0.533208135,0.59180279,0.623723838,0.562596029,0.361943718,0.610663784,0.470021567,0.548641177,0.516050991,0.557409005,0.597479679,0.606323043,0.650960993,0.696712877,0.726634729,0.742181468,0.770407197,0.773541536,0.833579486,0.824999557,0.794258544,0.81071185,0.823918906,0.780318493,0.783753481,0.778851026,0.82744566,0.771706299,0.730078777,0.761728045,0.85675918,0.887087256
Papua New Guinea,PNG,0.079651698,0.087801402,0.084610349,0.107584162,0.109969793,0.122457741,0.134281408,0.168041297,0.189103651,0.205010205,0.249023668,0.289547547,0.434791489,0.450216814,0.518375971,0.488163328,0.488579673,0.478550599,0.494543498,0.516612518,0.512385315,0.526841387,0.516700487,0.519054669,0.514640001,0.521157649,0.493137822,0.544168833,0.500122292,0.451561807,0.467129811,0.459388934,0.453425891,0.44308818,0.430716742,0.39730676,0.411948972,0.473301068,0.513086549,0.427890152,0.455899067,0.537041714,0.57182058,0.634011406,0.706363699,0.675257506,0.648231242,0.898907309,0.68754269,0.712893308,0.651587229,0.713063221,0.665547591,0.675169763,0.739239066,0.922655106,0.911013497
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.822843038,0.812541547,0.804872695,0.797694148,0.792693472,0.788771779,0.786656656,0.786656656,0.785897985,0.784720736,0.780711092,0.773302404,1.146415173,1.131091919,1.114702604,1.1001,0.724703557,1.076313472,1.066608493,1.055353031,0.69648623,0.68973949,1.024397057,1.013263332,1.002643092,0.991170376,0.980044543
Pakistan,PAK,0.314626187,0.318179214,0.341225569,0.382635167,0.383564552,0.392280899,0.388941973,0.402062134,0.448936063,0.423921693,0.418593338,0.386316757,0.308381252,0.317538457,0.329999502,0.347508669,0.331783244,0.343712603,0.357095016,0.373876987,0.41084088,0.426374954,0.448092363,0.467098108,0.480377186,0.511716914,0.51938209,0.544682523,0.574157737,0.583244289,0.636942779,0.616029093,0.639006501,0.666242203,0.704866776,0.682551063,0.741639408,0.722670018,0.724272244,0.724143549,0.747833829,0.74177304,0.762850323,0.776618469,0.840018833,0.852356025,0.890578012,0.946883805,0.926721426,0.904916986,0.944500917,0.93604803,0.908401634,0.914224403,0.933991503,0.945421162,0.987832348
Fragile and conflict affected situations,FCS,0.501346775,0.475677461,0.479786163,0.494036241,0.500132335,0.590026334,0.626873807,0.686462811,0.719443213,0.801533827,0.85237437,0.828786876,0.818291341,0.863025097,0.919488094,0.803852761,0.887705103,0.859150036,0.846366738,1.010219239,1.008453266,0.964946121,0.941079027,0.9521475,0.972030943,0.994998332,1.019986515,0.987760725,1.069892443,0.97343564,0.896501567,0.89075803,0.88749568,0.920824435,0.927758165,0.910465811,0.863839434,0.890866177,0.954401508,0.957896517,0.975960878,1.032456328,1.04896208,1.081409906,1.027573309,1.041228713,0.998719414,0.918360329,0.994517016,0.970375958,1.048879297,1.028538583,1.034213504,1.036026301,1.03815674,0.979797727,0.988604312
Cabo Verde,CPV,0.109047654,0.107155903,0.087250526,0.06787724,0.131582252,0.111401887,0.092191657,0.074072727,0.114515021,0.139189912,0.136508988,0.135159541,0.188851653,0.229975504,0.244258595,0.284950434,0.270286207,0.295146981,0.75683808,0.891416723,0.426324745,0.114325007,0.124620226,0.122139693,0.275501738,0.270602994,0.18530965,0.251215221,0.225144745,0.243596363,0.282118657,0.285963088,0.29892033,0.300530251,0.302005542,0.313269512,0.361570337,0.362836696,0.382243997,0.436078316,0.50527572,0.538634731,0.620892604,0.684613162,0.722772039,0.950344685,1.008255004,1.065225445,0.976154329,1.077485611,1.131390388,1.234937537,1.001605194,0.974526525,0.948113817,0.943404676,1.021783088
Eswatini,SWZ,0.098053081,0.01068022,,,0.030129655,0.21575261,0.525459453,0.575934056,0.685579057,0.726837446,0.850312925,0.900278618,0.834432073,0.787078772,0.643002874,0.675047973,0.647202574,0.640722579,0.800369592,0.787193722,0.792213426,0.717270456,0.692863415,0.416119856,0.494190946,0.629455856,0.633468999,0.582893865,0.563958447,0.54648613,1.172662387,1.036848755,0.964339966,0.801389199,1.191869946,1.147370477,1.016124665,1.24843631,1.238651601,1.246792099,1.185332717,1.132360703,1.111911087,1.025381257,1.014754172,0.99985251,0.994532339,1.033996003,1.058246861,1.009106667,0.995234951,1.002237806,1.144994663,1.403585996,0.823803379,0.89014206,1.036913457
Honduras,HND,0.302190881,0.351585497,0.32491266,0.320926024,0.316834996,0.320430603,0.334081082,0.352480579,0.478293078,0.446294293,0.511582631,0.475719259,0.53310644,0.508861434,0.509432248,0.529131345,0.547036506,0.597162691,0.592769429,0.541826878,0.559279761,0.480500375,0.451032823,0.496656062,0.478358838,0.445402544,0.419060153,0.478738122,0.535503132,0.5666494,0.523190812,0.529344676,0.586616185,0.528187131,0.601368545,0.679571989,0.674125746,0.687824187,0.747500404,0.741178534,0.765247108,0.846158244,0.879009101,0.952572211,1.011540648,1.01274101,0.998130542,1.124259174,1.086643766,0.96592643,0.97434316,1.036450889,1.060544,1.070277152,1.061742673,1.099345588,1.058473626
Guatemala,GTM,0.325945293,0.331175323,0.315730539,0.337545504,0.381650342,0.413930811,0.35469344,0.393040624,0.413095825,0.428727655,0.421471305,0.436925391,0.473449878,0.501371349,0.512032931,0.574767609,0.528119614,0.594710438,0.629243061,0.698415703,0.654598477,0.561107288,0.499357535,0.426030524,0.446071983,0.446977651,0.456513148,0.479254591,0.481580154,0.482215354,0.561996063,0.543533086,0.630502129,0.577918618,0.68133898,0.696555562,0.631296822,0.704279667,0.792409798,0.789415916,0.855545511,0.875392419,0.896259055,0.855364181,0.896935588,0.952129748,0.938859546,0.919945935,0.811905615,0.828992678,0.799505838,0.795696386,0.80400444,0.858738189,0.911580226,1.017131099,1.059947788
Paraguay,PRY,0.159854978,0.185737572,0.195532399,0.19933807,0.204534293,0.253210183,0.230138775,0.212900046,0.251022886,0.215759867,0.300796884,0.250166708,0.275326376,0.326792561,0.3500315,0.300849335,0.36133545,0.39471583,0.484344313,0.430067412,0.469090166,0.424635004,0.40602053,0.408086411,0.418936446,0.421940259,0.440070165,0.486202808,0.54065529,0.545718228,0.510533774,0.49154532,0.567578609,0.647990647,0.744230399,0.829842429,0.767517072,0.839328545,0.881601006,0.863262025,0.693004454,0.703887523,0.704636257,0.722595825,0.713492721,0.657958763,0.674088976,0.689576784,0.73203771,0.740066308,0.815799245,0.840043758,0.822882056,0.834756314,0.864029477,0.942414767,1.092871037
Sri Lanka,LKA,0.22875867,0.231008985,0.247603234,0.239103031,0.20954334,0.239278019,0.233926649,0.252904144,0.271547715,0.353642371,0.288114841,0.250836908,0.272439553,0.27837247,0.217272561,0.210606998,0.20019091,0.204500159,0.237424013,0.258866977,0.226812161,0.264109516,0.290261849,0.310623365,0.243493505,0.244598449,0.225711611,0.24477582,0.206834039,0.203641802,0.223290759,0.238183026,0.292337505,0.281292875,0.305406396,0.323625417,0.384522854,0.412343687,0.421521521,0.46173278,0.545238127,0.552229542,0.579987695,0.576258098,0.634395262,0.619140825,0.608064532,0.622623506,0.610861328,0.65473331,0.654610165,0.742076616,0.786362791,0.724493029,0.862657426,0.959155699,1.101846767
"Korea, Dem. People’s Rep.",PRK,2.084803753,2.267985902,2.587842933,2.72377781,2.90316655,3.528028356,3.703783006,3.966319874,4.359182327,4.578273516,5.104139094,7.262925249,5.891690373,6.248081185,6.376530569,6.62008284,6.656078142,6.779219196,6.373509247,6.415246791,6.549840832,6.474401494,6.516010938,6.867779008,7.273782744,7.675796533,8.221885968,9.079001858,10.24484361,10.73519426,6.108277295,5.763708401,4.996250204,4.538521273,4.095256266,3.79241314,3.314213828,2.949162014,2.623242754,2.838876321,3.038151299,3.122175872,2.966034637,3.005259441,3.048837658,3.161507489,3.19688596,2.655309496,2.926040745,2.225117989,2.068405565,1.499146915,1.547494957,1.115274977,1.251077232,1.009509196,1.117585629
El Salvador,SLV,0.224024012,0.204824352,0.221431759,0.372867002,0.396233168,0.32531277,0.396317858,0.34208473,0.362315977,0.333192334,0.38935571,0.400737495,0.434277685,0.496731807,0.485891544,0.507504527,0.520588572,0.52742426,0.540108321,0.529996815,0.464851167,0.392918341,0.373104942,0.396087148,0.32973403,0.402590986,0.398050231,0.483381966,0.481477903,0.497808138,0.478024902,0.599246041,0.618126172,0.735339935,0.822812414,0.899713428,0.788188026,0.955951011,1.00248889,0.969318097,0.977171457,1.004139527,1.036970978,1.093234038,1.056793913,1.057906787,1.125542508,1.14289521,1.066891681,1.046321459,1.044262214,1.070477129,1.068134217,0.994280785,0.998428944,1.082975765,1.1278829
Philippines,PHL,0.317288748,0.321187655,0.368563203,0.395863663,0.428529013,0.452354462,0.506016411,0.555457646,0.658417762,0.657157407,0.692153587,0.748631867,0.697267117,0.808336682,0.760543378,0.787833485,0.827623794,0.842421186,0.835816412,0.827624222,0.781287867,0.712186764,0.699627254,0.688905573,0.586697343,0.516784122,0.523853807,0.570761117,0.641717193,0.648675182,0.674745214,0.692314367,0.749810489,0.743048463,0.803739478,0.869981306,0.870608702,0.974356753,0.927258959,0.906109139,0.939932651,0.891794024,0.876760177,0.860013617,0.87434296,0.866856478,0.770210952,0.807223734,0.867515185,0.847209115,0.903376523,0.896778088,0.932851035,0.993972462,1.039832564,1.146965321,1.179649658
Angola,AGO,0.100835336,0.082203797,0.210531477,0.202737303,0.213560349,0.205890926,0.268941437,0.172101694,0.289718091,0.48023402,0.608223599,0.564548236,0.721245978,0.751239887,0.72077638,0.628568907,0.451353518,0.469221176,0.694736947,0.683062948,0.640966402,0.61113512,0.519354626,0.551348574,0.520982856,0.471902772,0.451618883,0.544085132,0.463508296,0.437295462,0.431743615,0.41553083,0.410522932,0.441721098,0.288119068,0.787032547,0.726233461,0.496361245,0.47581516,0.577082914,0.581961496,0.574316054,0.722958875,0.500225396,1.001878117,0.985736355,1.105019027,1.203134,1.185000494,1.234425074,1.244091538,1.262824619,1.361181055,1.295075373,1.664740736,1.240245462,1.202860579
Lesotho,LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.865230577,0.877535022,0.890885016,0.897513824,0.900337072,0.900044138,0.898602123,0.899960062,0.903203779,0.90416298,0.910975677,0.922271017,0.939409182,0.957470664,0.988986211,1.008551115,1.02458015,1.044591584,1.070318032,1.114768324,1.141124815,1.162072116,1.190188537,1.194904756,1.18977047,1.139803819,1.210551224
Samoa,WSM,0.135028399,0.163552027,0.158366155,0.184026297,0.208112403,0.230893951,0.196436907,0.191307005,0.213372901,0.208797153,0.204933321,0.252178278,0.248954486,0.246332223,0.219729956,0.387634696,0.312869585,0.526510207,0.690597258,0.61614719,0.636611477,0.656466782,0.722345779,0.717875366,0.713836281,0.710525658,0.708073799,0.706221849,0.70442321,0.747258244,0.630676339,0.648444789,0.664753157,0.658273446,0.673865105,0.690039634,0.728408261,0.745896971,0.763785951,0.781520543,0.81977484,0.836298121,0.831486279,0.867762728,0.841855647,0.897739349,0.912310091,0.946733243,0.980465233,1.013334706,1.00574351,1.075831204,1.047226688,1.038281852,1.087388995,1.212776403,1.262955252
Tonga,TON,0.178654368,0.172659499,0.166090436,0.159478697,0.153343277,0.147972291,0.143296297,0.185602753,0.180909977,0.132774123,0.304311745,0.214446953,0.254879928,0.295174904,0.251216003,0.373683734,0.328753614,0.324969814,0.401489024,0.437172151,0.433866474,0.510346969,0.469922363,0.508604594,0.508284642,0.507700009,0.506663974,0.583168117,0.736571133,0.734552087,0.810011676,1.001007916,0.730332603,0.88262503,0.957551259,0.993394182,0.799881587,1.024736336,0.906999753,1.128516034,0.973145663,0.893600171,1.036900891,1.178282742,1.097706999,1.126574501,1.261921617,1.108168179,1.170556883,1.270690153,1.1284596,0.991444738,1.035099331,1.117021068,1.125202914,1.200732281,1.269071421
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.976526053,0.952788337,0.968367443,0.988970417,0.98173946,1.014103982,1.084429987,1.020680825,1.160853615,1.573922536,1.336195459,1.337807878,1.341270809,1.140225575,1.148427936,1.263950059,1.062457143,1.424423404,0.997716473,1.134306428,1.19302241,1.280884769,1.262764551,1.313310988,1.297581999
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.978391118,1.964224296,1.539591905,1.630049453,1.414542749,1.502253175,1.489278172,1.280686672,1.370109421,1.363269425
Pacific island small states,PSS,0.376571424,0.391851112,0.471376317,0.478300731,0.725111368,0.616325597,0.60321096,0.674189886,0.698039476,0.746213318,0.841433674,0.929251775,0.94305009,0.995762045,1.036486814,0.99638985,0.772273559,1.095727567,0.987464728,1.117808558,1.093621942,1.310399894,1.09278555,0.996269462,0.881920676,0.916561302,0.9023628,0.806459003,0.882463122,0.95614144,1.031048307,0.942436658,0.94872984,0.944466703,0.930487844,0.933827191,0.953836783,0.941227731,0.916207257,0.924314636,0.956713336,1.079129411,0.985262288,1.059677116,1.187418925,1.049846297,1.099644956,1.102513126,0.943327181,0.912425205,1.079640319,1.019066392,0.9875828,1.111550407,1.263266751,1.471051573,1.411030073
